amenity,check_date,name,light_rail,network,public_transport,railway,highway,tourism,wheelchair,wikidata,leisure,stop,addr:city,addr:housenumber,addr:postcode,addr:province,addr:street,addr:unit,brand,brand:wikidata,brand:wikipedia,opening_hours,phone,shop,website,contact:facebook,contact:instagram,contact:linkedin,contact:twitter,contact:youtube,email,atm,drive_through,alt_name,branch,cuisine,takeaway,website:menu,source,level,operator,dispensing,healthcare,was:brand,was:name,was:shop,bench,bin,bus,kerb,kerb:approach_aid,lit,network:wikidata,passenger_information_display,ref,route_ref,shelter,tactile_paving,description,payment:apple_pay,payment:cash,payment:credit_cards,payment:debit_cards,payment:google_pay,access,maxheight,departures_board,fixme,heating,network:wikipedia,network:wikipedia:fr,store_name,diet:gluten_free,payment:mastercard,payment:visa,fax,operator:short,operator:type,operator:wikidata,created_by,capacity,capacity:disabled,fee,surface,official_name,bus_routes,operator:website,operator:wikipedia,parking,denomination,religion,name:zh,addr:country,payment:cirrus,payment:interac,payment:plus,website:en,website:fr,url,drive_through_atm,toilets:wheelchair,direction,name:en,wikipedia,check_date:bench,direction_south,name:zh-Hans,contact:website,air_conditioning,internet_access,level:ref,delivery,note,outdoor_seating,layer,short_name,smoking,healthcare:speciality,direction_north,local_ref,old_name,payment:american_express,indoor_seating,internet_access:fee,sport,start_date,theatre:type,brand:en,brand:fr,name:fr,check_date:currency:XBT,check_date:internet_access,reservation,second_hand,toilets,diet:halal,diet:vegetarian,rice_noodle,clothes,wheelchair:description,internet_access:ssid,addr:housename,covered,name:ko,building:levels,name:zh-Hant,diet:vegan,delivery:partner,noexit,contact:yelp,check_date:opening_hours,wifi,diet:meat,payment:e-transfer,building,self_service,brewery,official_name:en,official_name:fr,source:name,tram,aerialway,health_facility_type,stars,designation,attraction,species,diet:kosher,barrier,is_in:city,screen,active,advertising,ele,service_times,station,brand:zh,opening_hours:covid19,departures_board:speech_output,comment,payment:coins,payment:contactless,stroller,payment:visa_debit,wikipedia:en,dog,information,contact:email,diet:seafood,not:brand:wikidata,park_ride,seasonal,name:cs,addr:state,emergency,ref:signed,changing_table,name:ja,diet:keto,facebook,closed,playground:theme,brand:website,payment:cards,breakfast,image,theatre:genre,payment:discover_card,payment:jcb,craft,int_name,species:wikidata,species:wikipedia,check_date:bin,check_date:lit,check_date:shelter,beauty,rooms,man_made,is_in,ref:isil,supervised,old_name:--2022-05-24,organic,twitter,microbrewery,max_age,min_age,opening_hours:kitchen,natural,office,lunch,diet:lactose_free,shuttle_bus,name:de,garden:type,bar,dir,grades,opening_date,instagram,name:signed,addr:county,payment:tap_to_pay,train,parking:zone,all_you_can_eat,theme,contact:phone,ferry,monorail,subway,trolleybus,payment:credit_card,leaf_type,was:contact:google_plus,phone:mnemonic,contact:spotify,contact:tiktok,payment:app,payment:neo,was:website,contact:tripadvisor,was:email,payment:nfc,payment:android_pay,payment:square_wallet,payment:diners_club,payment:shop_pay,toilets:access,payment:unionpay,contact:pinterest,diet:pescetarian,cafe,noref,service,mobile,diet:dairy_free,name:ru,Category,country,name:vi,short_name:en,language:en,language:vi,live_music,phone:signed,source:phone,strapline,language:am,brand:short,contact:fax,fast_food,source:opening_hours,note:direction,old_name:--2017,old_name:2018--2023,loc_name,disused:highway,disused:public_transport,diet:mediterranean,hgv,highchair,opening_hours:signed,access:conditional,category,toilets:position,intermittent,landuse,salt,tidal,water,name:uk,old_name:1983-1995,old_name:1995-2000,old_name:2000-2010,fishing,name:bla,not:operator:wikidata,building:levels:underground,charge,height,maxstay,leisure_1,leaf_cycle,golf,boat,museum,opening_hours:drive_through,disused:shop,roof:levels,roof:shape,basin,waste_disposal,building:shape,charge:conditional,length,location,swimming_pool,addr:full,polling_station,boundary,protect_class,capacity:parent,capacity:women,bicycle,type,school,mascot,old_name:-2022-11-02,addr:block,area,survey:date,foot,indoor,passenger_information_display:speech_output,opening_hours:url,phone:tollfree,motor_vehicle,diocese,historic,golf:course,golf:par,fee:conditional,elevation,old_name:-2008-05-10,lifeguard,species:en,building:floor,horse,landcover,courts,isced:level,hoops,spaces:disabled,private,name:pl,name:hu,ref:dove,sauna,alt_name:ko,noname,baby_feeding,cash_withdrawal:operator,cash_withdrawal:type,old_name:2015-2021,building:colour,athletics,alt_name_1,fence_type,protection_title,orientation,building:part,park,website_1,alt_name:ur,name:ur,small_dog,zone,parking:direction,payment:samsung_pay,old_name:-2018,old_name:1911--1925,old_name:1925--2005,old_name:2005--2015,old_name:--2007,old_name:2007--2022,old_name:1969--2017,operational_status,parking_1,permanent,tunnel,drinking_water,playground,room,floor:material,maxstay:conditional,architect,width,construction,diet:local,bridge,kindergarten,name:es,old_name:1983-09--2002-03,old_name:2002-03--2016-11,old_name:2016-11--2022-05-18,old_name:1952--2006-09,canoe,motorboat,ship,parking:restriction:conditional,parking:restriction,taxi,panoramax,place,disabled,restriction:conditional,restriction:school_bus,cycling,parking:markings,oneway,year_of_construction,restriction,long_name,demolished:building,old_name:1936--2021-05-31,latitude,longitude
cafe,,Oolong Tea Shop Inglewood,,,,,,,,,,,,1219a,,,,,,,,Fr 10:00-19:00; Sa-Th 09:00-18:00,,,https://www.oolongteashop.ca/,,,,,,,,,,,coffee_shop;tea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0415707,-114.0356148
cafe,,The Stoop Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0615126,-114.0420476
dentist,,ABC Pediatric Dentistry,,,,,,,,,,,,7015,T2H 2K6,,Macleod Trail SW,530,,,,Mo 09:00-17:00; Tu-Th 08:00-16:00; Fr 07:30-15:00,+1 403-212-0809,,https://abcpd.ca/,,,,,,toothworks@abcpd.ca,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,paediatrics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9908381,-114.0729824
post_office,,Calgary South Post Office,,,,,,,,,,,Calgary,6939,T2H 0K0,,Fisher Road SE,,,,,Mo-Fr 09:30-17:00,,,,,,,,,,,,,,,,,,,Canada Post,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1032001,,,,,,,,https://www.canadapost-postescanada.ca/,en:Canada Post,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9919007,-114.0693947
fast_food,,Quick Eats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0768289,-114.124893
parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,5,,,,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0772127,-114.1254906
dentist,,Evergreen Dental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9235099,-114.0777226
restaurant,,Cora,,,,,,,,,,,,5504,,,Macleod Trail SW,110,Cora,Q2996960,,,,,,,,,,,,,,,,breakfast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.005237,-114.069709
fast_food,,Quesada,,,,,,,,,,,,104,T2H 0N7,,58 Avenue SE,110,Quesada,Q66070360,,,+1 403-454-2992,,https://quesada.ca/,,,,,,,,no,,,mexican,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quesada Burritos & Tacos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0019701,-114.0636283
restaurant,2025-07-15,Red Rock Bar & Grill,,,,,,,,,,,,60,T3G 3J9,,Crowfoot Crescent NW,105,,,,Su-Th 11:00-24:00; Fr-Sa 11:00-01:00,+1 403-239-8661,,http://redrockbargrill.com/,https://www.facebook.com/redrockbarandgrill/,,,,,,,,,,,yes,http://redrockbargrill.com/menu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1259119,-114.1973006
clinic,2025-07-15,Respiratory Homecare Solutions,,,,,,,,,,,,60,T3G 3J9,,Crowfoot Crescent NW,102,,,,,+1 403-217-5337,,https://rhscanada.com/calgary-sleep-clinics/,,,,,,serviceforlife@airliquide.com,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+1 403-243-7058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1260333,-114.1976302
restaurant,2025-07-15,Calgary Momo House,,,,,,,,,,,Calgary,20,T3G 2P6,AB,Crowfoot Crescent NW,410,,,,Mo-Su 12:00-21:00,+1 403-660-7043,,https://www.calgarymomohouse.com/,,,,,,help@calgarymomohouse.com,,,,Calgary Northwest,nepalese,,https://www.calgarymomohouse.com/our-menu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1257088,-114.1986688
fast_food,2025-07-15,Prairie Donair,,,,,,,,,,,Calgary,20,T3G 2P6,AB,Crowfoot Crescent NW,820,,,,,+1 403-452-0452,,https://prairiedonair.com/,,,,,,calgarycrowfoot@prairiedonair.com,,no,,,kebab,yes,https://orders.iorders.online/p-prairie-donair-crowfoot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1251502,-114.1983391
fast_food,2025-02-01,Wayne’s Bagels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bagel,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0437123,-114.0808882
cafe,2025-07-16,CoCo Fresh Tea & Juice,,,,,,,,,,,Calgary,150,T3G 3T2,Alberta,Crowfoot Crescent NW,,CoCo,Q65084369,,,+1 403-452-3399,,https://cocobubbletea.com,,,,,,,,,,,bubble_tea,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,CoCo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1273585,-114.1956189
fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1660357,-113.9574029
fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1658685,-113.9569407
restaurant,,A B King Pizza,,,,,,,,,,,Calgary,6208,T1Y 2X1,Alberta,Rundlehorn Drive NE,,,,,,,,,,,,,,,,,,,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0710955,-113.9440731
doctors,,Pineridge Doctors Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0712729,-113.9443011
restaurant,,Deng's dumplings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0715117,-113.944069
pharmacy,,Medicare Plus Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0715995,-113.943917
restaurant,,Ginger Garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0715098,-113.9438625
